id_appointment,nama_customer,layanan,tanggal,jam_mulai,jam_selesai,durasi_menit,id_pegawai
APN1763,Laras Waluyo,Facial,2/11/2025,3:50:00,5:20:00,90,PGW0048
APN1764,Puti Putri Simanjuntak,Pedicure,2/28/2025,10:01:00,11:31:00,90,PGW0001
APN1765,R.M. Sabar Sitompul,Spa,3/8/2025,14:21:00,15:21:00,60,PGW0016
APN1766,"Muhammad Kusmawati, S.Psi",Facial,4/8/2025,8:27:00,8:57:00,30,PGW0009
APN1767,Ega Hutagalung,Spa,3/24/2025,15:44:00,16:44:00,60,PGW0050
APN1768,Dr. Julia Samosir,Facial,3/9/2025,16:45:00,17:15:00,30,PGW0024
APN1769,"T. Dagel Maheswara, S.Pt",Manicure,3/17/2025,2:38:00,3:23:00,45,PGW0025
APN1770,Hani Uwais,Facial,3/3/2025,7:43:00,8:43:00,60,PGW0013
APN1771,Alika Pratiwi,Manicure,3/24/2025,20:17:00,21:17:00,60,PGW0011
APN1772,Ir. Karja Wahyuni,Perawatan Rambut,4/6/2025,19:14:00,20:14:00,60,PGW0014
APN1773,Irma Hidayat,Perawatan Rambut,2/25/2025,21:08:00,22:38:00,90,PGW0046
APN1774,Juli Novitasari,Perawatan Rambut,3/23/2025,10:54:00,11:54:00,60,PGW0012
APN1775,"Cut Paramita Suartini, S.I.Kom",Facial,3/17/2025,15:38:00,17:08:00,90,PGW0042
APN1776,Ganda Budiyanto,Perawatan Rambut,4/29/2025,7:27:00,8:27:00,60,PGW0047
APN1777,Jasmani Kurniawan,Spa,2/27/2025,22:53:00,23:23:00,30,PGW0015
APN1778,Puput Sitorus,Pedicure,2/12/2025,11:53:00,12:53:00,60,PGW0019
APN1779,Ganep Napitupulu,Facial,2/1/2025,15:53:00,16:23:00,30,PGW0023
APN1780,Wakiman Rajata,Pedicure,3/20/2025,15:07:00,15:52:00,45,PGW0029
APN1781,Usyi Maheswara,Facial,3/29/2025,15:27:00,15:57:00,30,PGW0033
APN1782,Puspa Prastuti,Facial,4/8/2025,3:57:00,4:27:00,30,PGW0003
APN1783,"dr. Hamima Suwarno, S.Pt",Manicure,4/21/2025,11:02:00,12:02:00,60,PGW0017
APN1784,"Jayeng Narpati, S.Pt",Perawatan Rambut,2/8/2025,22:32:00,0:02:00,90,PGW0006
APN1785,"R.A. Rahmi Dongoran, S.I.Kom",Manicure,2/1/2025,22:36:00,23:36:00,60,PGW0016
APN1786,Wirda Winarsih,Spa,2/26/2025,14:40:00,15:40:00,60,PGW0025
APN1787,Aurora Mandala,Facial,4/5/2025,15:32:00,16:17:00,45,PGW0009
APN1788,Zahra Nurdiyanti,Perawatan Rambut,4/28/2025,12:07:00,13:37:00,90,PGW0013
APN1789,Lanang Mayasari,Perawatan Rambut,2/26/2025,16:14:00,17:14:00,60,PGW0021
APN1790,"Cut Padmi Permata, M.M.",Manicure,3/5/2025,11:34:00,12:19:00,45,PGW0031
APN1791,dr. Hafshah Andriani,Manicure,2/23/2025,15:52:00,16:37:00,45,PGW0046
APN1792,Ulva Hassanah,Facial,3/16/2025,11:38:00,12:38:00,60,PGW0041
APN1793,"Ratna Pangestu, M.Kom.",Pedicure,4/14/2025,16:17:00,16:47:00,30,PGW0049
APN1794,Artanto Latupono,Facial,2/15/2025,23:35:00,0:35:00,60,PGW0014
APN1795,"Wasis Anggriawan, S.E.",Perawatan Rambut,4/16/2025,6:53:00,7:23:00,30,PGW0023
APN1796,"Cinthia Saputra, M.Pd",Spa,4/13/2025,10:57:00,11:57:00,60,PGW0023
APN1797,Cawisono Andriani,Pedicure,3/5/2025,5:51:00,6:36:00,45,PGW0041
APN1798,Himawan Manullang,Perawatan Rambut,4/29/2025,3:14:00,4:14:00,60,PGW0020
APN1799,Najwa Yolanda,Manicure,4/14/2025,20:54:00,21:54:00,60,PGW0025
APN1800,Hj. Humaira Zulkarnain,Spa,4/3/2025,22:31:00,23:01:00,30,PGW0002
APN1801,Kayla Manullang,Pedicure,4/21/2025,21:08:00,21:38:00,30,PGW0043
APN1802,Mitra Halim,Spa,2/21/2025,12:36:00,13:06:00,30,PGW0038
APN1803,Dr. Dina Prakasa,Facial,2/13/2025,5:17:00,5:47:00,30,PGW0018
APN1804,Baktiono Novitasari,Facial,2/5/2025,20:17:00,21:02:00,45,PGW0038
APN1805,"Drs. Zelaya Wasita, S.H.",Spa,2/17/2025,17:21:00,18:51:00,90,PGW0042
APN1806,"Karta Usada, S.T.",Pedicure,4/3/2025,5:28:00,6:58:00,90,PGW0011
APN1807,Dr. Paramita Tampubolon,Manicure,3/5/2025,11:53:00,12:23:00,30,PGW0023
APN1808,Kamal Sitorus,Manicure,3/9/2025,10:34:00,11:04:00,30,PGW0001
APN1809,"Lala Wahyudin, M.TI.",Pedicure,2/9/2025,23:39:00,0:39:00,60,PGW0012
APN1810,Salimah Yolanda,Manicure,3/26/2025,13:01:00,13:46:00,45,PGW0020
APN1811,Fathonah Mustofa,Perawatan Rambut,2/23/2025,13:59:00,14:44:00,45,PGW0034
APN1812,"Nardi Mardhiyah, S.E.",Pedicure,3/24/2025,16:51:00,18:21:00,90,PGW0019
APN1813,Sutan Latif Usada,Manicure,2/21/2025,8:57:00,9:42:00,45,PGW0031
APN1814,Artawan Rajata,Perawatan Rambut,4/29/2025,9:25:00,10:25:00,60,PGW0001
APN1815,Yusuf Ramadan,Facial,4/20/2025,1:13:00,1:58:00,45,PGW0035
APN1816,Karna Laksita,Spa,2/17/2025,2:23:00,3:23:00,60,PGW0020
APN1817,Kamidin Astuti,Pedicure,4/7/2025,13:44:00,15:14:00,90,PGW0039
APN1818,Hana Halimah,Facial,3/11/2025,16:48:00,17:48:00,60,PGW0014
APN1819,Nilam Prastuti,Perawatan Rambut,2/17/2025,17:58:00,18:28:00,30,PGW0009
APN1820,Tgk. Febi Zulaika,Pedicure,3/23/2025,2:49:00,4:19:00,90,PGW0025
APN1821,"Olga Yuniar, S.H.",Facial,3/25/2025,1:29:00,2:14:00,45,PGW0008
APN1822,Rahmi Marpaung,Spa,4/28/2025,12:05:00,12:35:00,30,PGW0007
APN1823,Baktiono Prasetyo,Spa,3/2/2025,17:44:00,18:14:00,30,PGW0043
APN1824,Nasim Nababan,Manicure,2/14/2025,18:37:00,20:07:00,90,PGW0036
APN1825,Tirta Haryanti,Manicure,3/23/2025,22:40:00,23:25:00,45,PGW0050
APN1826,R. Rika Nugroho,Perawatan Rambut,3/3/2025,7:55:00,9:25:00,90,PGW0033
APN1827,R.A. Septi Narpati,Perawatan Rambut,3/15/2025,15:13:00,15:58:00,45,PGW0024
APN1828,"dr. Raina Pertiwi, S.Pt",Facial,3/13/2025,6:37:00,7:37:00,60,PGW0001
APN1829,Hasta Andriani,Facial,2/19/2025,22:02:00,23:02:00,60,PGW0041
APN1830,Warta Hutapea,Perawatan Rambut,4/1/2025,21:00:00,21:45:00,45,PGW0049
APN1831,"dr. Satya Sudiati, S.Farm",Pedicure,2/26/2025,15:17:00,16:17:00,60,PGW0032
APN1832,Cut Ira Najmudin,Perawatan Rambut,4/14/2025,4:55:00,5:40:00,45,PGW0032
APN1833,"Prabowo Dongoran, S.Sos",Spa,2/1/2025,15:30:00,16:15:00,45,PGW0001
APN1834,Tari Firgantoro,Perawatan Rambut,3/31/2025,19:49:00,21:19:00,90,PGW0003
APN1835,Hafshah Pradana,Manicure,4/5/2025,8:10:00,8:40:00,30,PGW0036
APN1836,Sabri Lestari,Manicure,2/10/2025,2:29:00,2:59:00,30,PGW0044
APN1837,"Fitria Mulyani, S.Kom",Facial,4/9/2025,14:31:00,15:16:00,45,PGW0009
APN1838,Ifa Mayasari,Pedicure,3/2/2025,15:52:00,16:22:00,30,PGW0018
APN1839,Pia Maulana,Facial,2/8/2025,0:18:00,1:18:00,60,PGW0025
APN1840,Ami Saputra,Pedicure,2/19/2025,4:55:00,5:55:00,60,PGW0041
APN1841,Rika Uyainah,Perawatan Rambut,3/26/2025,12:10:00,13:40:00,90,PGW0050
APN1842,Ika Kusumo,Facial,3/25/2025,6:29:00,7:59:00,90,PGW0014
APN1843,Jamil Mayasari,Manicure,2/14/2025,16:09:00,17:39:00,90,PGW0027
APN1844,Novi Hutapea,Manicure,4/14/2025,16:57:00,17:27:00,30,PGW0022
APN1845,Xanana Wacana,Perawatan Rambut,2/19/2025,13:30:00,14:30:00,60,PGW0037
APN1846,Maryadi Zulaika,Pedicure,2/2/2025,23:46:00,1:16:00,90,PGW0013
APN1847,"Karen Gunarto, S.Gz",Spa,2/10/2025,15:41:00,16:11:00,30,PGW0049
APN1848,"Warsa Susanti, S.Pt",Manicure,3/3/2025,23:37:00,0:07:00,30,PGW0028
APN1849,Tgk. Dariati Pertiwi,Facial,3/12/2025,9:46:00,10:31:00,45,PGW0010
APN1850,"Puti Padmi Handayani, S.T.",Facial,4/20/2025,23:54:00,0:39:00,45,PGW0035
APN1851,Wahyu Haryanto,Spa,3/15/2025,3:20:00,3:50:00,30,PGW0046
APN1852,Yani Mandasari,Pedicure,2/3/2025,10:23:00,11:08:00,45,PGW0010
APN1853,"Ir. Zizi Wahyuni, S.H.",Perawatan Rambut,3/16/2025,14:33:00,15:33:00,60,PGW0007
APN1854,"T. Kurnia Budiyanto, S.Pt",Manicure,3/13/2025,11:36:00,12:21:00,45,PGW0048
APN1855,Wasis Maryati,Pedicure,3/4/2025,11:12:00,12:12:00,60,PGW0019
APN1856,H. Maras Pudjiastuti,Facial,2/10/2025,8:14:00,8:59:00,45,PGW0009
APN1857,"Ozy Puspita, S.E.",Facial,3/9/2025,15:01:00,15:46:00,45,PGW0001
APN1858,Danu Hidayat,Perawatan Rambut,3/9/2025,4:05:00,4:50:00,45,PGW0040
APN1859,Puji Safitri,Facial,2/15/2025,20:47:00,21:17:00,30,PGW0041
APN1860,Asirwanda Thamrin,Perawatan Rambut,4/12/2025,5:48:00,6:48:00,60,PGW0022
APN1861,Langgeng Saputra,Spa,4/10/2025,0:19:00,1:19:00,60,PGW0003
APN1862,Kania Irawan,Facial,3/29/2025,16:55:00,17:55:00,60,PGW0005
APN1863,Oskar Rahmawati,Spa,2/8/2025,8:02:00,8:47:00,45,PGW0014
APN1864,Hafshah Simanjuntak,Pedicure,4/25/2025,23:53:00,0:38:00,45,PGW0041
APN1865,Malika Suryatmi,Spa,2/2/2025,21:41:00,22:11:00,30,PGW0015
APN1866,"Cut Yunita Damanik, S.H.",Spa,3/20/2025,23:01:00,23:31:00,30,PGW0038
APN1867,"Daryani Mayasari, S.Ked",Facial,2/27/2025,7:57:00,8:42:00,45,PGW0046
APN1868,Harjo Simbolon,Spa,2/3/2025,5:16:00,6:16:00,60,PGW0044
APN1869,Julia Lailasari,Facial,4/9/2025,16:52:00,17:22:00,30,PGW0033
APN1870,"Sutan Dirja Oktaviani, S.I.Kom",Manicure,3/2/2025,22:50:00,23:20:00,30,PGW0035
APN1871,"Tgk. Melinda Manullang, S.Gz",Pedicure,3/19/2025,11:16:00,12:16:00,60,PGW0005
APN1872,"Ir. Putri Hutasoit, S.T.",Manicure,4/6/2025,16:54:00,17:24:00,30,PGW0012
APN1873,Cici Wastuti,Facial,4/9/2025,15:54:00,16:24:00,30,PGW0018
APN1874,Ratih Prastuti,Perawatan Rambut,4/13/2025,4:34:00,5:19:00,45,PGW0016
APN1875,"Yessi Halimah, S.Kom",Perawatan Rambut,3/5/2025,10:09:00,10:39:00,30,PGW0018
APN1876,Uli Kuswandari,Perawatan Rambut,4/23/2025,5:04:00,5:34:00,30,PGW0050
APN1877,Clara Hartati,Manicure,4/18/2025,22:18:00,23:48:00,90,PGW0010
APN1878,Ir. Rahman Wibowo,Perawatan Rambut,3/27/2025,8:51:00,10:21:00,90,PGW0037
APN1879,Oliva Hidayanto,Perawatan Rambut,2/3/2025,1:54:00,2:24:00,30,PGW0033
APN1880,Tgk. Emin Laksmiwati,Pedicure,3/17/2025,10:25:00,11:25:00,60,PGW0027
APN1881,R.A. Julia Adriansyah,Perawatan Rambut,3/28/2025,17:33:00,18:03:00,30,PGW0037
APN1882,Agnes Adriansyah,Facial,3/7/2025,7:24:00,7:54:00,30,PGW0016
APN1883,"Agnes Samosir, S.Ked",Spa,2/11/2025,13:28:00,14:13:00,45,PGW0048
APN1884,"Tgk. Aisyah Haryanti, S.E.I",Manicure,2/27/2025,5:43:00,6:28:00,45,PGW0050
APN1885,"R.A. Belinda Pranowo, M.TI.",Facial,3/23/2025,4:30:00,5:00:00,30,PGW0013
APN1886,"Ina Pradipta, S.I.Kom",Perawatan Rambut,2/16/2025,3:42:00,4:27:00,45,PGW0039
APN1887,R. Zulfa Kurniawan,Manicure,4/29/2025,1:27:00,1:57:00,30,PGW0033
APN1888,"Dr. Dinda Ardianto, S.Pd",Pedicure,4/23/2025,10:44:00,11:44:00,60,PGW0004
APN1889,Maryanto Novitasari,Perawatan Rambut,2/22/2025,7:39:00,8:09:00,30,PGW0025
APN1890,Dr. Juli Palastri,Manicure,3/1/2025,13:19:00,14:04:00,45,PGW0046
APN1891,R. Embuh Pratiwi,Perawatan Rambut,4/24/2025,14:31:00,15:31:00,60,PGW0019
APN1892,Pangestu Pertiwi,Manicure,2/5/2025,13:13:00,14:13:00,60,PGW0015
APN1893,Edward Pratama,Perawatan Rambut,2/16/2025,23:00:00,0:30:00,90,PGW0023
APN1894,Lalita Hardiansyah,Perawatan Rambut,2/26/2025,7:19:00,8:19:00,60,PGW0031
APN1895,"R.A. Gawati Marpaung, S.Farm",Facial,3/14/2025,7:47:00,8:17:00,30,PGW0046
APN1896,Amelia Prasetyo,Pedicure,3/17/2025,9:31:00,10:01:00,30,PGW0023
APN1897,Ir. Ratna Thamrin,Perawatan Rambut,3/3/2025,10:39:00,11:09:00,30,PGW0029
APN1898,Taswir Narpati,Spa,2/17/2025,9:17:00,10:17:00,60,PGW0019
APN1899,Ika Ramadan,Perawatan Rambut,4/1/2025,20:27:00,21:57:00,90,PGW0028
APN1900,"Nasim Pertiwi, S.Kom",Perawatan Rambut,2/4/2025,4:06:00,4:51:00,45,PGW0023
APN1901,"Setya Haryanti, S.E.",Spa,3/21/2025,0:20:00,1:05:00,45,PGW0042
APN1902,Eja Saputra,Manicure,2/7/2025,19:51:00,21:21:00,90,PGW0023
APN1903,Martaka Simbolon,Spa,3/22/2025,12:10:00,12:40:00,30,PGW0017
APN1904,Jane Simanjuntak,Spa,4/7/2025,12:55:00,13:40:00,45,PGW0030
APN1905,"Yuliana Nababan, S.E.I",Manicure,2/4/2025,6:16:00,6:46:00,30,PGW0044
APN1906,Adiarja Nurdiyanti,Perawatan Rambut,2/17/2025,17:05:00,17:35:00,30,PGW0035
APN1907,Bahuraksa Susanti,Pedicure,3/7/2025,13:50:00,14:50:00,60,PGW0027
APN1908,Rini Haryanti,Perawatan Rambut,3/7/2025,21:35:00,22:20:00,45,PGW0030
APN1909,Jaiman Usamah,Pedicure,3/5/2025,17:11:00,18:11:00,60,PGW0005
APN1910,Cayadi Halim,Manicure,2/7/2025,13:21:00,14:06:00,45,PGW0013
APN1911,"Cici Sudiati, S.I.Kom",Pedicure,3/25/2025,7:50:00,9:20:00,90,PGW0024
APN1912,Dt. Prakosa Oktaviani,Facial,4/11/2025,11:50:00,13:20:00,90,PGW0043
APN1913,Ajimin Hassanah,Spa,2/9/2025,18:50:00,19:35:00,45,PGW0021
APN1914,Rachel Firgantoro,Manicure,4/19/2025,20:16:00,21:01:00,45,PGW0026
APN1915,"Karen Suryatmi, S.Pt",Spa,2/4/2025,18:10:00,19:40:00,90,PGW0022
APN1916,Salimah Santoso,Manicure,3/9/2025,12:27:00,13:27:00,60,PGW0046
APN1917,Ratih Wibowo,Perawatan Rambut,4/26/2025,10:32:00,12:02:00,90,PGW0014
APN1918,"Kartika Sihombing, M.Kom.",Spa,4/5/2025,17:12:00,18:12:00,60,PGW0024
APN1919,drg. Gawati Purnawati,Pedicure,2/22/2025,1:25:00,2:55:00,90,PGW0044
APN1920,Yuliana Novitasari,Perawatan Rambut,3/31/2025,10:28:00,11:13:00,45,PGW0046
APN1921,Edi Simanjuntak,Facial,4/16/2025,20:22:00,21:07:00,45,PGW0041
APN1922,Cayadi Hutasoit,Perawatan Rambut,3/4/2025,23:16:00,0:01:00,45,PGW0005
APN1923,"dr. Yuni Wijaya, M.Farm",Spa,4/26/2025,4:35:00,5:20:00,45,PGW0020
APN1924,"Tgk. Gina Nashiruddin, S.Pt",Facial,2/11/2025,3:19:00,4:04:00,45,PGW0046
APN1925,Gatra Yulianti,Pedicure,3/31/2025,10:19:00,11:19:00,60,PGW0027
APN1926,Nabila Adriansyah,Pedicure,4/7/2025,11:57:00,12:27:00,30,PGW0023
APN1927,Ibun Yolanda,Perawatan Rambut,4/28/2025,21:43:00,22:28:00,45,PGW0004
APN1928,Harto Marpaung,Manicure,3/12/2025,20:58:00,21:43:00,45,PGW0031
APN1929,R. Narji Tamba,Perawatan Rambut,4/23/2025,2:29:00,3:59:00,90,PGW0042
APN1930,Cut Cinta Susanti,Perawatan Rambut,4/2/2025,22:45:00,23:45:00,60,PGW0037
APN1931,Adikara Melani,Facial,4/16/2025,12:06:00,12:51:00,45,PGW0036
APN1932,Purwa Prastuti,Facial,4/23/2025,20:07:00,21:37:00,90,PGW0038
APN1933,Galiono Mahendra,Perawatan Rambut,2/20/2025,4:33:00,5:18:00,45,PGW0030
APN1934,Faizah Manullang,Pedicure,4/17/2025,12:46:00,13:46:00,60,PGW0018
APN1935,Septi Winarno,Facial,2/12/2025,3:36:00,5:06:00,90,PGW0021
APN1936,Dt. Kenzie Purwanti,Perawatan Rambut,4/13/2025,17:56:00,18:26:00,30,PGW0014
APN1937,Hj. Nabila Damanik,Perawatan Rambut,2/9/2025,1:06:00,1:51:00,45,PGW0046
APN1938,Fitriani Iswahyudi,Perawatan Rambut,3/29/2025,18:43:00,19:13:00,30,PGW0028
APN1939,Edward Handayani,Perawatan Rambut,3/6/2025,0:35:00,1:35:00,60,PGW0030
APN1940,"R.A. Novi Prasasta, S.T.",Facial,3/2/2025,21:02:00,22:32:00,90,PGW0029
APN1941,Titin Situmorang,Manicure,2/17/2025,21:12:00,21:42:00,30,PGW0047
APN1942,Laksana Tamba,Manicure,2/3/2025,16:51:00,17:21:00,30,PGW0025
APN1943,Calista Novitasari,Perawatan Rambut,4/26/2025,15:45:00,16:15:00,30,PGW0016
APN1944,Kemal Halimah,Manicure,4/11/2025,2:14:00,2:44:00,30,PGW0023
APN1945,Anastasia Yolanda,Manicure,2/5/2025,13:44:00,14:44:00,60,PGW0010
APN1946,Ade Lestari,Manicure,4/26/2025,20:38:00,21:23:00,45,PGW0036
APN1947,"R. Raden Farida, S.Ked",Spa,4/11/2025,0:53:00,1:53:00,60,PGW0043
APN1948,Oliva Padmasari,Manicure,4/26/2025,6:27:00,6:57:00,30,PGW0042
APN1949,Widya Rahmawati,Pedicure,3/26/2025,3:20:00,4:05:00,45,PGW0018
APN1950,"R.M. Garan Prabowo, S.Psi",Facial,3/31/2025,11:03:00,11:48:00,45,PGW0009
APN1951,Ratih Budiman,Manicure,3/8/2025,4:56:00,5:26:00,30,PGW0022
APN1952,"Cinthia Riyanti, S.H.",Facial,3/27/2025,16:25:00,17:10:00,45,PGW0020
APN1953,Drs. Safina Pradana,Pedicure,4/18/2025,4:33:00,6:03:00,90,PGW0002
APN1954,Paris Puspasari,Facial,3/20/2025,16:03:00,17:03:00,60,PGW0008
APN1955,R.A. Tania Yuliarti,Perawatan Rambut,4/25/2025,1:42:00,2:12:00,30,PGW0035
APN1956,Uchita Palastri,Facial,3/21/2025,13:56:00,14:56:00,60,PGW0003
APN1957,Timbul Suwarno,Pedicure,2/16/2025,2:12:00,3:12:00,60,PGW0004
APN1958,Gaman Nugroho,Facial,4/4/2025,4:03:00,5:03:00,60,PGW0018
APN1959,"Samsul Maryati, M.Pd",Manicure,2/23/2025,0:42:00,1:42:00,60,PGW0009
APN1960,Hj. Hamima Yuniar,Facial,2/18/2025,1:28:00,2:58:00,90,PGW0004
APN1961,"drg. Qori Prabowo, M.Farm",Facial,4/12/2025,20:24:00,20:54:00,30,PGW0014
APN1962,Sakti Setiawan,Perawatan Rambut,4/25/2025,4:41:00,6:11:00,90,PGW0018
APN1963,Vanesa Hartati,Perawatan Rambut,3/22/2025,5:45:00,7:15:00,90,PGW0047
APN1964,Mala Adriansyah,Pedicure,3/24/2025,12:57:00,13:57:00,60,PGW0049
APN1965,Drs. Julia Wijayanti,Spa,3/18/2025,5:15:00,6:00:00,45,PGW0022
APN1966,Jati Wahyuni,Facial,3/10/2025,23:20:00,0:05:00,45,PGW0046
APN1967,"Tgk. Raditya Iswahyudi, S.H.",Spa,4/17/2025,14:51:00,15:36:00,45,PGW0007
APN1968,Hj. Ellis Nuraini,Pedicure,3/29/2025,1:22:00,1:52:00,30,PGW0019
APN1969,"Ratna Hariyah, S.Sos",Pedicure,4/22/2025,10:33:00,12:03:00,90,PGW0033
APN1970,"Dt. Tugiman Santoso, S.E.I",Spa,4/15/2025,0:22:00,1:07:00,45,PGW0004
APN1971,"Sutan Lutfan Sihombing, S.Pt",Pedicure,2/18/2025,7:24:00,8:09:00,45,PGW0031
APN1972,Sutan Mahmud Riyanti,Spa,3/26/2025,2:43:00,3:28:00,45,PGW0023
APN1973,Edison Prastuti,Manicure,3/3/2025,2:20:00,3:20:00,60,PGW0022
APN1974,Baktiadi Iswahyudi,Perawatan Rambut,3/5/2025,14:45:00,15:45:00,60,PGW0001
APN1975,Ulva Prabowo,Perawatan Rambut,3/26/2025,13:06:00,13:51:00,45,PGW0015
APN1976,R.A. Tania Sihotang,Manicure,2/8/2025,20:52:00,22:22:00,90,PGW0016
APN1977,"Wulan Utami, M.Pd",Spa,4/11/2025,22:08:00,23:08:00,60,PGW0049
APN1978,Padma Suryatmi,Facial,3/28/2025,12:53:00,13:38:00,45,PGW0011
APN1979,Olivia Rahmawati,Pedicure,4/5/2025,0:33:00,1:33:00,60,PGW0031
APN1980,Tirtayasa Mansur,Perawatan Rambut,4/22/2025,7:26:00,8:56:00,90,PGW0013
APN1981,Diana Thamrin,Facial,4/8/2025,1:41:00,2:11:00,30,PGW0023
APN1982,Pranawa Firmansyah,Spa,2/6/2025,5:09:00,5:39:00,30,PGW0001
APN1983,dr. Ade Rahmawati,Manicure,2/2/2025,21:15:00,22:00:00,45,PGW0042
APN1984,Tgk. Jaswadi Handayani,Pedicure,3/14/2025,6:17:00,6:47:00,30,PGW0004
APN1985,Puti Syahrini Maryadi,Pedicure,2/11/2025,11:37:00,13:07:00,90,PGW0003
APN1986,Dt. Yahya Hariyah,Manicure,4/12/2025,11:05:00,12:35:00,90,PGW0025
APN1987,Asirwanda Kuswandari,Spa,2/7/2025,15:35:00,17:05:00,90,PGW0031
APN1988,"Dr. Widya Iswahyudi, S.Gz",Facial,3/11/2025,22:28:00,22:58:00,30,PGW0048
APN1989,Kala Lazuardi,Manicure,2/27/2025,1:56:00,2:26:00,30,PGW0011
APN1990,Darijan Andriani,Facial,2/7/2025,2:17:00,3:17:00,60,PGW0040
APN1991,Slamet Hidayat,Pedicure,2/9/2025,19:22:00,20:22:00,60,PGW0041
APN1992,Laras Mandala,Facial,4/2/2025,21:32:00,23:02:00,90,PGW0033
APN1993,Aisyah Hartati,Perawatan Rambut,3/12/2025,14:15:00,14:45:00,30,PGW0002
APN1994,Tgk. Jayadi Maryati,Perawatan Rambut,4/10/2025,20:18:00,21:48:00,90,PGW0003
APN1995,Zaenab Yuniar,Facial,3/4/2025,23:05:00,0:05:00,60,PGW0017
APN1996,Tri Zulaika,Facial,2/15/2025,15:37:00,16:07:00,30,PGW0002
APN1997,Najib Widiastuti,Manicure,3/17/2025,11:09:00,11:39:00,30,PGW0018
APN1998,Ade Sitorus,Pedicure,3/15/2025,11:40:00,12:25:00,45,PGW0024
APN1999,"drg. Icha Januar, S.E.",Manicure,3/29/2025,18:16:00,19:46:00,90,PGW0032
APN2000,Dr. Yessi Ramadan,Spa,4/17/2025,15:16:00,16:01:00,45,PGW0007
APN2001,Artanto Anggraini,Pedicure,3/23/2025,11:41:00,13:11:00,90,PGW0043
APN2002,Yulia Sirait,Facial,2/28/2025,6:58:00,7:28:00,30,PGW0030
APN2003,"Tgk. Rika Hutasoit, S.H.",Spa,2/16/2025,4:46:00,6:16:00,90,PGW0003
APN2004,Bala Kuswoyo,Manicure,4/6/2025,8:21:00,9:06:00,45,PGW0038
APN2005,"R.M. Jarwi Laksmiwati, M.TI.",Perawatan Rambut,3/30/2025,12:44:00,13:29:00,45,PGW0009
APN2006,Drs. Ani Wahyudin,Spa,2/13/2025,18:51:00,19:21:00,30,PGW0020
APN2007,Tgk. Putri Mayasari,Spa,4/17/2025,11:18:00,12:03:00,45,PGW0041
APN2008,Sutan Cahyono Simanjuntak,Perawatan Rambut,3/11/2025,8:12:00,9:12:00,60,PGW0016
APN2009,"Puti Juli Purnawati, M.Pd",Spa,2/25/2025,0:42:00,1:42:00,60,PGW0049
APN2010,Ilyas Wacana,Manicure,2/3/2025,3:55:00,4:40:00,45,PGW0012
APN2011,"Ciaobella Pudjiastuti, S.Ked",Spa,3/11/2025,6:45:00,7:15:00,30,PGW0012
APN2012,Rahayu Widiastuti,Pedicure,2/16/2025,10:51:00,11:51:00,60,PGW0005
APN2013,Uda Firmansyah,Facial,4/29/2025,16:55:00,17:55:00,60,PGW0013
APN2014,Maras Riyanti,Facial,4/2/2025,4:41:00,6:11:00,90,PGW0013
APN2015,"Luluh Rahmawati, S.Pd",Spa,3/15/2025,15:23:00,16:08:00,45,PGW0018
APN2016,Salimah Pertiwi,Spa,2/4/2025,6:39:00,8:09:00,90,PGW0017
APN2017,Sutan Kamal Nuraini,Pedicure,3/7/2025,11:43:00,13:13:00,90,PGW0001
APN2018,"Ir. Ika Hutapea, M.M.",Pedicure,4/28/2025,16:54:00,17:39:00,45,PGW0003
APN2019,Damu Mulyani,Facial,2/25/2025,18:46:00,19:16:00,30,PGW0008
APN2020,Jagapati Handayani,Spa,2/19/2025,10:54:00,11:24:00,30,PGW0034
APN2021,"Septi Yuliarti, M.Kom.",Perawatan Rambut,2/8/2025,7:37:00,8:22:00,45,PGW0046
APN2022,Ir. Sakura Nuraini,Pedicure,2/10/2025,23:41:00,1:11:00,90,PGW0006
APN2023,Ade Rahmawati,Facial,4/28/2025,20:15:00,20:45:00,30,PGW0024
APN2024,R.M. Luthfi Budiyanto,Facial,3/14/2025,3:23:00,4:08:00,45,PGW0028
APN2025,Cemeti Nuraini,Facial,4/6/2025,18:55:00,19:25:00,30,PGW0016
APN2026,"Drs. Adinata Usada, M.Kom.",Facial,2/9/2025,18:39:00,19:09:00,30,PGW0006
APN2027,"R.A. Ira Pratama, S.Psi",Pedicure,4/17/2025,11:14:00,12:14:00,60,PGW0032
APN2028,Vivi Mandasari,Perawatan Rambut,4/13/2025,12:42:00,13:42:00,60,PGW0037
APN2029,Fathonah Farida,Manicure,4/5/2025,16:09:00,16:54:00,45,PGW0020
APN2030,Gangsar Putra,Facial,4/19/2025,0:19:00,1:04:00,45,PGW0011
APN2031,"Lanjar Mustofa, S.Pt",Facial,3/1/2025,13:36:00,15:06:00,90,PGW0022
APN2032,"Umi Waskita, S.H.",Perawatan Rambut,2/17/2025,4:39:00,5:24:00,45,PGW0038
APN2033,Dr. Kajen Prastuti,Perawatan Rambut,4/2/2025,19:53:00,20:38:00,45,PGW0022
APN2034,"Tri Manullang, S.Farm",Manicure,2/24/2025,6:46:00,7:16:00,30,PGW0041
APN2035,Tugiman Maulana,Perawatan Rambut,4/12/2025,23:12:00,23:42:00,30,PGW0019
APN2036,"Chelsea Wibowo, S.Pt",Perawatan Rambut,2/8/2025,17:19:00,18:19:00,60,PGW0034
